Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
498,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Kollam,  Kottayam,  Palakkad,  Thiruvananthapuram,  Thrissur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
499,      Server Engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 8.15 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Mumbai,  Noida/Greater Noida",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"Cashier  ,  Custodian  ,  Shopping cart attendant  ,  Store manager  ,  assistant manager  ,  assistant manager sales  ,  Driver  ,  Security staff  ,  Pharmacy technician"
500,      Mechanical Engineer ,    Rambachan,0 - 2 yrs,₹Rs 5.40 - 11.55 Lacs p.a.,"Mangalore,  Mysoru / Mysore,  Calicut/ Kozhikode,  Cochin/ Kochi/ Ernakulam,  Kannur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
501,"Software Dev Engineer 1, Search Science and AI",Amazon,1 to 3 Yrs,,Bangalore,,
502,Assistant Manager - AI Strategist - LDT Team,Genpact India Pvt. Ltd.,5 to 10 Yrs,,Bangalore,,
503,AI ML Data Engineer for Legal Technology,JPMorgan,2 to 4 Yrs,,Bangalore,,
504,AI Engineer,Intel Technology India Pvt Ltd,2 to 6 Yrs,,Bangalore,,
505,Consultant/AM- AI-Machine Learning - Mumbai,KPMG,4 to 6 Yrs,,Chennai,,
506,Senior Site Reliability Engineer (AI),iManage LLC,5 to 10 Yrs,,Delhi,,
507,MSI Full Stack Software Engineer- AI/ML & Big Data,Apple Inc.,5 to 10 Yrs,,Bangalore,,
508,AI Technical Marketing Engineer.(,"Advanced Micro Devices, Inc.",3 to 8 Yrs,,Hyderabad,,
509,AI Software Development Engineer,Intel Technology India Pvt Ltd,5 to 10 Yrs,,Bangalore,,
510,Opening for AI Software Solutions Engineer (AI Framewor ...,Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
511,AI Software Solutions Engineer (Compiler),Intel Technology India Pvt Ltd,0 to 4 Yrs,,Bangalore,,
512,AI Cognitive ->GCP ML,Wipro Limited,5 to 10 Yrs,,Bangalore,,
513,Sr. Product Manager - Risk AI/ML,"PayPal Holdings, Inc.",8 to 13 Yrs,,Bangalore,,
514,AI Software Development Engineer,Intel Technology India Pvt Ltd,10 to 15 Yrs,,Bangalore,,
515,Software Engineer in Test,Apple Inc.,4 to 9 Yrs,,Hyderabad,,
516,Req. for  Applied AI ML Analyst (Data Annotation),JPMorgan,2 to 5 Yrs,,Bangalore,,
517,AI/ML Solutions Architect,Amazon,3 to 5 Yrs,,Bangalore,,
518,Apc engineer(AI_ML) (Female ),Sarthee Consultancy Hiring For Dani...,5 to 10 Yrs,,Chennai,,
519,"Java8, Kafka Streams, Machine Learning, AI Developer",Augusta Infotech,7 to 10 Yrs,,Bangalore,,
520,Rezo.AI - AVP - Finance - International Accounting,Rezo.AI,6 to 10 Yrs,,Noida,,
521,Data Scientist - AI/Machine Learning - Financial Servic ...,Pinnacle Search,10 to 15 Yrs,,Mumbai City+1Hyderabad,,
522,Business Development Manager - Dubai Region,Engineer.ai - Everyones Engineering...,5 to 8 Yrs,,Chennai,,
523,Assistant Manager / Senior Executive - Revenue Finance,Engineer.ai - Everyones Engineering...,5 to 10 Yrs,,Hyderabad,,
524,Partner Manager - Cloud Business,Engineer.ai - Everyones Engineering...,4 to 7 Yrs,,Gurugram,,
525,Lead Sales Development Representative - Cloud,Engineer.ai - Everyones Engineering...,5 to 7 Yrs,,Gurugram,,
526,Machine Learning Engineer,ONQANET TECHNOLOGIES PVT LTD,2 to 5 Yrs,,Hyderabad,,
527,SW Sr Engineer,Dell,3 to 8 Yrs,,Kolkata,,
528,Vacant for sSoftware Engineer,Dell,4 to 8 Yrs,,Other Karnataka,,
529,Software Development Engineer 3- C++,24 7 Customer,6 to 8 Yrs,,"Bangalore+2Chennai, Hyderabad",,
530, for Software Development Engineer 1,"Advanced Micro Devices, Inc.",5 to 7 Yrs,,Hyderabad,,
531,Software Engineer Professional,BT e-Serv (India),0 to 2 Yrs,,Bangalore,,
532,Advisory System Engineer,Dell,9 to 14 Yrs,,Mumbai City+1Bangalore,,
533,SoC Design Engineer,Intel Technology India Pvt Ltd,0 to 4 Yrs,,Hyderabad,,
534,Software Test Engineer,Qualitrol Company LLC,2 to 7 Yrs,,Ahmedabad,,
535,Vacancy for Senior Systems Development Engineer,Dell,5 to 8 Yrs,,Kolkata,,
536,Sw Snr Principal Engineer,Dell,10 to 15 Yrs,,Hyderabad,,
537,Vacancy for Technical Support Engineer,Dell,1 to 3 Yrs,,Chennai,,
538, Vacant for Software Engineer,Dell,2 to 5 Yrs,,Other Karnataka,,
539,AI Solution Engineer,Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
540,CAPP_DataScience_Engineer,Bosch Group,3 to 6 Yrs,,Bangalore,,
541,Opening for AI Software Solutions Engineer ( Full Stack ...,Intel Technology India Pvt Ltd,3 Yrs,,Bangalore,,
542,"Applied Scientist II, Search Science and AI",Amazon,3 to 8 Yrs,,Bangalore,,
543,Software Test Engineer,Qualitrol Company LLC,2 to 7 Yrs,,Ahmedabad,,
544,Firmware Engineer,Qualitrol Company LLC,3 to 8 Yrs,,Ahmedabad,,
545,HIL Test Engineer_EEV_COB,Bosch Group,4 to 6 Yrs,,Coimbatore,,
546,VV_ADAS_Test Automation Engineer_ESD_ET4,Bosch Group,2 to 6 Yrs,,Bangalore,,
547,Applied AI ML Analyst (Data Annotation),JPMorgan,2 to 5 Yrs,,Hyderabad,,
548,"Graphics Hardware Engineer-Primary Location Bangalore,  ...",Intel Technology India Pvt Ltd,8 to 12 Yrs,,Bangalore,,
549,Technical Expert - AI Strategy and Solutions Team compl ...,Hewlett-Packard India Pvt Ltd,10 to 14 Yrs,,Bangalore,,
550,AI/ML Sr. Engineer,JPMorgan,5 to 10 Yrs,,Bangalore,,
551,Software Engineer- Ai/ML,MasterCard,5 to 7 Yrs,,Gurugram,,
552,MSI Full Stack Software Engineer- AI/ML & Big Data,Apple Inc.,5 to 10 Yrs,,Bangalore,,
553,AI & Automation Engineer,Talent Junction LLP,4 to 9 Yrs,,Bangalore,,
554,AI Software Solutions Engineer (AI Frameworks),Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
555,IN_RBAI_Senior Engineer - Maintenance Shift Leader (Fin ...,Bosch Group,1 to 3 Yrs,,Bangalore,,
556,Core JAVA specialist(AI ML),People First Consultants Pvt Ltd,3 to 6 Yrs,,"Gurugram+9Mumbai City, Bangalore, Noida, Chennai, Kochi, Hyderabad, Pune, Delhi, Coimbatore",,
557,DevOps Engineer,Philips Lighting India Limited,5 to 10 Yrs,,Bangalore,,
558,Design Automation Engineer,Balakumar Packirisamy Hiring For Op...,3 to 8 Yrs,,"Gurugram+9Mumbai City, Bangalore, Noida, Chennai, Hyderabad, Kolkata, Pune, Delhi, Port Blair",,
559,MS Engineer L1,NTT Limited,8 to 13 Yrs,,Kolkata,,
560,"Required MS Engineer (L1)Delhi, India",NTT Limited,2 Yrs,,Delhi,,
561,MS Engineer,NTT Limited,5 to 10 Yrs,,Noida,,
562,Sr. Software Engineer (Big Data Operations),Unravel,3 to 8 Yrs,,Delhi,,
563,Rem Machine Learning Engineer,Active Soft Inc,5 to 10 Yrs,,"Bangalore+3Chennai, Hyderabad, Kolkata",,
564,Automation Engineer - Python & Cloud,Informatica,2 to 4 Yrs,,Bangalore,,
565,Lead Software Engineer,Informatica,2 to 7 Yrs,,Hyderabad,,
566,Software Engineer / Ingenieur(e) logiciel,Exfo Electro Optical Engineering In...,4 to 6 Yrs,,Chennai,,
567,Inviting applicants for Software Development Engineer I ...,InMobi,1 to 3 Yrs,,Bangalore,,
568,Jr. Machine Learning Developer / Python Software Develo ...,Capital Placement Services,2 to 8 Yrs,,Chandigarh,,
569,Customer Success Engineer (India),Unravel,3 to 8 Yrs,,"Mumbai City+6Bangalore, Chennai, Hyderabad, Kolkata, Pune, Delhi",,
570,Hiring for Software Engineer 2 - IT,Dell,4 to 5 Yrs,,"Mumbai City+6Bangalore, Chennai, Hyderabad, Kolkata, Delhi, Ahmedabad",,
571,SDE 2 - Data Engineering with Java,24 7 Customer,3 to 5 Yrs,,"Bangalore+2Chennai, Hyderabad",,
572,Technical Assistant,Philips Lighting India Limited,3 to 8 Yrs,,Noida,,
573,Hire for  Software 2,Dell,5 to 9 Yrs,,Bangalore,,
574,Required for Princ Engr-Software Devt,Verizon Data Services India Pvt.Ltd,2 to 6 Yrs,,Other Telangana,,
575,Vacant for Senior Java Developer (US Based Remote),"Securly, Inc.",3 to 6 Yrs,,"Bangalore+3Chennai, Hyderabad, Kolkata",,
576,Manager/Executive Assistant - Strategy Office,Simply People,1 to 5 Yrs,,Noida,,
577,Scrum Master - Crux Intelligence,Fractal Analytics,5 to 8 Yrs,,Mumbai City+1Bangalore,,
578,Near - Lead - Data Science,Near,5 to 12 Yrs,,Bangalore,,
579,Director - Data Science - BFSI,Silver People,10 to 14 Yrs,,Bangalore+1Chennai,,
580,Java Develp.,First American (India),7 to 12 Yrs,,Bangalore,,
581,Senior MS Security Eng.,NTT Limited,6 to 11 Yrs,,Bangalore,,
582,Technical Project Manager,itForte Staffing Services Pvt. Ltd.,3 to 5 Yrs,,Gurugram,,
583,Cloud Integration Architect - EdTech Industry (8-10 yrs ...,iTaap,4 to 10 Yrs,,"Mumbai City+6Bangalore, Chennai, Hyderabad, Kolkata, Delhi, Ahmedabad",,
584,Senior Data Scientist,Fractal Analytics,4 to 9 Yrs,,Hyderabad,,
585,Consultant/Manager - Data Strategy/Data Management/Data ...,Hiring Partners HR Solutions Pvt. L...,5 to 12 Yrs,,"Gurugram+3Mumbai City, Bangalore, Hyderabad",,
586,AI & Automation Engineer,Talent Junction LLP,4 to 9 Yrs,,Bangalore,,
587,Apc engineer(AI_ML) (Female ),Sarthee Consultancy Hiring For Dani...,5 to 10 Yrs,,Chennai,,
588,AI Software Solutions Engineer (AI Frameworks),Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
589,Opening for AI Software Solutions Engineer (AI Framewor ...,Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
590,AI Cognitive ->GCP ML,Wipro Limited,5 to 10 Yrs,,Bangalore,,
591,AI Software Development Engineer,Intel Technology India Pvt Ltd,10 to 15 Yrs,,Bangalore,,
592,Software Engineer- Ai/ML,MasterCard,5 to 7 Yrs,,Gurugram,,
593,AI Test Engineer,Dell,1 to 2 Yrs,,Bangalore,,
594,AI Engineer,Intel Technology India Pvt Ltd,2 to 6 Yrs,,Bangalore,,
595,AI Software Development Engineer,Intel Technology India Pvt Ltd,5 to 10 Yrs,,Bangalore,,
596,Assistant Manager - AI Strategist - LDT Team,Genpact India Pvt. Ltd.,5 to 10 Yrs,,Bangalore,,
597,"Manager - AI strategist, LDT Team",Genpact India Pvt. Ltd.,5 to 10 Yrs,,Gurugram,,
598,AI Frameworks Validation Engineer,Intel Technology India Pvt Ltd,0 to 3 Yrs,,Bangalore,,
599,AI Solution Engineer,Intel Technology India Pvt Ltd,3 to 6 Yrs,,Bangalore,,
600,AI ML Data Engineer for Legal Technology,JPMorgan,2 to 4 Yrs,,Bangalore,,
601,Opening for AI Software Solutions Engineer ( Full Stack ...,Intel Technology India Pvt Ltd,3 Yrs,,Bangalore,,
602,"Support Engineer II, Alexa AI-Natural Understanding (Le ...",Amazon,1 to 6 Yrs,,Bangalore,,
603,AI Technical Marketing Engineer.(,"Advanced Micro Devices, Inc.",3 to 8 Yrs,,Hyderabad,,
604,Geospatial AI engineer,Cyient Limited,3 to 8 Yrs,,Hyderabad,,
605,AI Software Solutions Engineer (Compiler),Intel Technology India Pvt Ltd,0 to 4 Yrs,,Bangalore,,
606,AI/ML Sr. Engineer,JPMorgan,5 to 10 Yrs,,Bangalore,,
607,"Software Dev Engineer 1, Search Science and AI",Amazon,1 to 3 Yrs,,Bangalore,,
608,Boomi Senior Principal AI/ML Engineer,Dell,14 to 15 Yrs,,Bangalore,,
609,AI Data Foundation Research Engineer,Hewlett-Packard India Pvt Ltd,2 to 5 Yrs,,Bangalore,,
610,Senior Research Engineer Validation of AI/ML systems,Siemens Limited,0 to 5 Yrs,,Bangalore,,
611,MSI Full Stack Software Engineer- AI/ML & Big Data,Apple Inc.,5 to 10 Yrs,,Bangalore,,
612,Development Engineer-AI Strategy and Solutions Team,Hewlett-Packard India Pvt Ltd,6 to 10 Yrs,,Bangalore,,
613,AI and Machine Learning (ML) Performance Engineer,Hewlett-Packard India Pvt Ltd,2 to 3 Yrs,,Bangalore,,
614,Automation Engineer - AI Flagship,Schneider Electric,2 to 7 Yrs,,Bangalore,,
615,Proposal Engineer MV AIS Primary,Siemens Limited,0 to 4 Yrs,,Hyderabad,,
616,Applied Research Engineer AI / ML,Bosch Group,2 to 4 Yrs,,Bangalore,,
617,Site Reliability Engineer (AI),iManage LLC,3 to 5 Yrs,,Chennai,,
618,AI/ML data engineer,Bosch Group,5 to 10 Yrs,,Bangalore,,
619,Data Scientist AI / Deep Learning for Automated Driving,Bosch Group,3 to 5 Yrs,,Bangalore,,
620,EXP3DMLFT_Data Driven Development in Automated Driving( ...,Bosch Group,3 to 4 Yrs,,Bangalore,,
621,Rezo.AI - Engineering Director,Rezo.AI,10 to 15 Yrs,,Noida,,
622,Rezo.AI - Business Analyst - Data Driven Insights,Rezo.AI,2 to 7 Yrs,,Noida,,
623,"Data science, AI/ML Engineer using Python || C2H",Growel Softech Ltd,4 to 7 Yrs,,Chennai+1Hyderabad,,
624,"Machine Learning Engineer (4+ Years), AI Product Firm,  ...",Talent Bee Consulting Pvt. Ltd,4 to 9 Yrs,,Bangalore,,
625,AI Engineer,HR Devi and Associates,5 to 10 Yrs,,Thiruvanananthapuram,,
626,Multi-Cloud Security AI/ML Lead (Staff Engineer),Vmware Software India Private limit...,2 to 5 Yrs,,Chennai,,
627,Crimson AI - Principal Engineer - Python/ Node.Js/ Gola ...,Crimson Interactive,6 to 10 Yrs,,Mumbai City,,
628,AI and Machine Learning Engineer,Algen Exports Pvt. Ltd.,2 to 7 Yrs,,Noida,,
629,Sr. AI/ML engineer,SmartData Enterprises (I) Ltd.,5 to 7 Yrs,,Mohali,,
630,AI and Machine Learning Engineer,Algen Exports Pvt. Ltd.,2 to 7 Yrs,,Noida,,
631,Senior AI Engineer,Fractal Analytics,4 to 6 Yrs,,Mumbai City,,
632,IoT and AI Engineer (1-3 years),Trident Information Systems Pvt. Lt...,1 to 6 Yrs,,Delhi,,
633,AI Engineer ( Mathematics Background),Global Talent Pool,1 to 2 Yrs,,Bangalore,,
634,Sr AI Engineering Manager IN-Karnataka-Bangalore,Schneider Electric,3 to 4 Yrs,,Bangalore,,
635,"AI/ML Specialist Solutions Architect , WWSO",Amazon,3 to 7 Yrs,,Bangalore,,
636,AI/ML Solutions Architect,Amazon,3 to 5 Yrs,,Bangalore,,
637,Principal Architect - AI,Schneider Electric,5 to 10 Yrs,,Bangalore,,
638,EIT AI Architect IN-Karnataka-Bangalore,Schneider Electric,5 to 10 Yrs,,Bangalore,,
639,Strategy Manager AI Products,Dell,4 to 7 Yrs,,Hyderabad,,
640,Conversation AI SME - Voice ChatBot,NTT Global Delivery Services Limite...,5 to 10 Yrs,,Chennai,,
641,AI/ML Architect,Cyient Limited,5 to 8 Yrs,,Pune,,
642,Sr. Product Manager - Risk AI/ML,"PayPal Holdings, Inc.",8 to 13 Yrs,,Bangalore,,
643,Consultant/AM- AI-Machine Learning - Mumbai,KPMG,4 to 6 Yrs,,Chennai,,
644,Applied AI ML Analyst (Data Annotation),JPMorgan,2 to 5 Yrs,,Mumbai City,,
645,Req. for  Applied AI ML Analyst (Data Annotation),JPMorgan,2 to 5 Yrs,,Bangalore,,
646,Applied AI ML Analyst (Data Annotation),JPMorgan,2 to 5 Yrs,,Hyderabad,,
647,Accenture Solutions.AI - Customer Engagement,Accenture,2 to 4 Yrs,,Bangalore,,
648,AI Cognitive - Data Scientist,Wipro Limited,6 to 9 Yrs,,Bangalore+1Chennai,,
649,AI ML Analyst (Data Annotation),JPMorgan,3 to 5 Yrs,,Hyderabad,,
650,AI ML Analyst (Data Annotation),JPMorgan,5 to 10 Yrs,,Bangalore,,
651,Technical Expert - AI Strategy and Solutions Team compl ...,Hewlett-Packard India Pvt Ltd,10 to 14 Yrs,,Bangalore,,
652,AI/ML Developer,Morgan Stanley Advantage Services P...,4 to 8 Yrs,,Bangalore,,
653,"Data Scientist, Search Science and AI",Amazon,3 to 8 Yrs,,Bangalore,,
654,"Applied Scientist II, Search Science and AI",Amazon,3 to 8 Yrs,,Bangalore,,
655,Data Engineering Leader - A&I,JUBILANT FOODWORKS,12 to 14 Yrs,,Noida,,
656,-AI Developer,Seven Consultancy,1 to 2 Yrs,,Hyderabad,,
657,Senior Development Engineer in Test - Application Devel ...,Noodle.ai,5 to 7 Yrs,,Bangalore,,
658,Senior Software Engineer - CS,Noodle.ai,5 to 7 Yrs,,Bangalore,,
659,AI Developer,Seven Consultancy,8 to 12 Yrs,,Hyderabad,,
660,"-AI Developer-reputed IT company-Hyderabad, Telangana,  ...",Seven Consultancy,15 to 20 Yrs,,Hyderabad,,
